0	0	0
0	0.00990099	0
0	0.019802	0
0	0.029703	0
0	0.039604	0
0	0.049505	0
0	0.0594059	0
0	0.0693069	0
0	0.0792079	0
0	0.0891089	0
0	0.0990099	0
0	0.108911	0
0	0.118812	0
0	0.128713	0
0	0.138614	0
0	0.148515	0
0	0.158416	0
0	0.168317	0
0	0.178218	0
0	0.188119	0
0	0.19802	0
0	0.207921	0
0	0.217822	0
0	0.227723	0
0	0.237624	0
0	0.247525	0
0	0.257426	0
0	0.267327	0
0	0.277228	0
0	0.287129	0
0	0.29703	0
0	0.306931	0
0	0.316832	0
0	0.326733	0
0	0.336634	0
0	0.346535	0
0	0.356436	0
0	0.366337	0
0	0.376238	0
0	0.386139	0
0	0.39604	0
0	0.405941	0
0	0.415842	0
0	0.425743	0
0	0.435644	0
0	0.445545	0
0	0.455446	0
0	0.465347	0
0	0.475248	0
0	0.485149	0
0	0.49505	0
0	0.50495	0
0	0.514851	0
0	0.524752	0
0	0.534653	0
0	0.544554	0
0	0.554455	0
0	0.564356	0
0	0.574257	0
0	0.584158	0
0	0.594059	0
0	0.60396	0
0	0.613861	0
0	0.623762	0
0	0.633663	0
0	0.643564	0
0	0.653465	0
0	0.663366	0
0	0.673267	0
0	0.683168	0
0	0.693069	0
0	0.70297	0
0	0.712871	0
0	0.722772	0
0	0.732673	0
0	0.742574	0
0	0.752475	0
0	0.762376	0
0	0.772277	0
0	0.782178	0
0	0.792079	0
0	0.80198	0
0	0.811881	0
0	0.821782	0
0	0.831683	0
0	0.841584	0
0	0.851485	0
0	0.861386	0
0	0.871287	0
0	0.881188	0
0	0.891089	0
0	0.90099	0
0	0.910891	0
0	0.920792	0
0	0.930693	0
0	0.940594	0
0	0.950495	0
0	0.960396	0
0	0.970297	0
0	0.980198	0
0	0.990099	0
0	1	0

0.00990099	0	0
0.00990099	0.00990099	0.0010353
0.00990099	0.019802	0.00203981
0.00990099	0.029703	0.00301357
0.00990099	0.039604	0.00395659
0.00990099	0.049505	0.00486889
0.00990099	0.0594059	0.00575048
0.00990099	0.0693069	0.00660142
0.00990099	0.0792079	0.00742172
0.00990099	0.0891089	0.00821143
0.00990099	0.0990099	0.0089706
0.00990099	0.108911	0.00969929
0.00990099	0.118812	0.0103976
0.00990099	0.128713	0.0110655
0.00990099	0.138614	0.0117032
0.00990099	0.148515	0.0123107
0.00990099	0.158416	0.0128881
0.00990099	0.168317	0.0134357
0.00990099	0.178218	0.0139534
0.00990099	0.188119	0.0144415
0.00990099	0.19802	0.0149001
0.00990099	0.207921	0.0153293
0.00990099	0.217822	0.0157294
0.00990099	0.227723	0.0161006
0.00990099	0.237624	0.0164431
0.00990099	0.247525	0.0167571
0.00990099	0.257426	0.0170428
0.00990099	0.267327	0.0173006
0.00990099	0.277228	0.0175308
0.00990099	0.287129	0.0177335
0.00990099	0.29703	0.0179092
0.00990099	0.306931	0.0180581
0.00990099	0.316832	0.0181807
0.00990099	0.326733	0.0182772
0.00990099	0.336634	0.0183481
0.00990099	0.346535	0.0183938
0.00990099	0.356436	0.0184148
0.00990099	0.366337	0.0184113
0.00990099	0.376238	0.018384
0.00990099	0.386139	0.0183333
0.00990099	0.39604	0.0182596
0.00990099	0.405941	0.0181635
0.00990099	0.415842	0.0180456
0.00990099	0.425743	0.0179063
0.00990099	0.435644	0.0177463
0.00990099	0.445545	0.0175661
0.00990099	0.455446	0.0173663
0.00990099	0.465347	0.0171476
0.00990099	0.475248	0.0169105
0.00990099	0.485149	0.0166558
0.00990099	0.49505	0.016384
0.00990099	0.50495	0.016096
0.00990099	0.514851	0.0157924
0.00990099	0.524752	0.0154738
0.00990099	0.534653	0.0151412
0.00990099	0.544554	0.0147951
0.00990099	0.554455	0.0144363
0.00990099	0.564356	0.0140657
0.00990099	0.574257	0.013684
0.00990099	0.584158	0.0132921
0.00990099	0.594059	0.0128907
0.00990099	0.60396	0.0124807
0.00990099	0.613861	0.012063
0.00990099	0.623762	0.0116383
0.00990099	0.633663	0.0112077
0.00990099	0.643564	0.0107719
0.00990099	0.653465	0.0103318
0.00990099	0.663366	0.00988841
0.00990099	0.673267	0.00944259
0.00990099	0.683168	0.00899529
0.00990099	0.693069	0.00854744
0.00990099	0.70297	0.00809998
0.00990099	0.712871	0.00765388
0.00990099	0.722772	0.00721011
0.00990099	0.732673	0.00676964
0.00990099	0.742574	0.00633345
0.00990099	0.752475	0.00590255
0.00990099	0.762376	0.00547794
0.00990099	0.772277	0.00506061
0.00990099	0.782178	0.00465161
0.00990099	0.792079	0.00425194
0.00990099	0.80198	0.00386266
0.00990099	0.811881	0.00348479
0.00990099	0.821782	0.00311939
0.00990099	0.831683	0.00276753
0.00990099	0.841584	0.00243027
0.00990099	0.851485	0.0021087
0.00990099	0.861386	0.0018039
0.00990099	0.871287	0.001517
0.00990099	0.881188	0.0012491
0.00990099	0.891089	0.00100135
0.00990099	0.90099	0.000774924
0.00990099	0.910891	0.000571012
0.00990099	0.920792	0.000390853
0.00990099	0.930693	0.000235739
0.00990099	0.940594	0.000107041
0.00990099	0.950495	6.24471e-06
0.00990099	0.960396	-6.49793e-05
0.00990099	0.970297	-0.000104644
0.00990099	0.980198	-0.000110162
0.00990099	0.990099	-7.76493e-05
0.00990099	1	0

0.019802	0	0
0.019802	0.00990099	0.00203981
0.019802	0.019802	0.00401814
0.019802	0.029703	0.00593503
0.019802	0.039604	0.00779055
0.019802	0.049505	0.00958478
0.019802	0.0594059	0.0113178
0.019802	0.0693069	0.0129897
0.019802	0.0792079	0.0146005
0.019802	0.0891089	0.0161505
0.019802	0.0990099	0.0176396
0.019802	0.108911	0.0190681
0.019802	0.118812	0.0204362
0.019802	0.128713	0.0217439
0.019802	0.138614	0.0229915
0.019802	0.148515	0.0241792
0.019802	0.158416	0.0253072
0.019802	0.168317	0.0263759
0.019802	0.178218	0.0273855
0.019802	0.188119	0.0283362
0.019802	0.19802	0.0292286
0.019802	0.207921	0.0300629
0.019802	0.217822	0.0308395
0.019802	0.227723	0.0315589
0.019802	0.237624	0.0322215
0.019802	0.247525	0.0328278
0.019802	0.257426	0.0333783
0.019802	0.267327	0.0338736
0.019802	0.277228	0.0343143
0.019802	0.287129	0.034701
0.019802	0.29703	0.0350343
0.019802	0.306931	0.0353149
0.019802	0.316832	0.0355435
0.019802	0.326733	0.035721
0.019802	0.336634	0.035848
0.019802	0.346535	0.0359255
0.019802	0.356436	0.0359542
0.019802	0.366337	0.0359351
0.019802	0.376238	0.0358691
0.019802	0.386139	0.0357571
0.019802	0.39604	0.0356003
0.019802	0.405941	0.0353995
0.019802	0.415842	0.0351558
0.019802	0.425743	0.0348705
0.019802	0.435644	0.0345445
0.019802	0.445545	0.0341792
0.019802	0.455446	0.0337756
0.019802	0.465347	0.0333351
0.019802	0.475248	0.0328588
0.019802	0.485149	0.0323482
0.019802	0.49505	0.0318046
0.019802	0.50495	0.0312293
0.019802	0.514851	0.0306237
0.019802	0.524752	0.0299893
0.019802	0.534653	0.0293275
0.019802	0.544554	0.0286398
0.019802	0.554455	0.0279278
0.019802	0.564356	0.027193
0.019802	0.574257	0.026437
0.019802	0.584158	0.0256613
0.019802	0.594059	0.0248677
0.019802	0.60396	0.0240578
0.019802	0.613861	0.0232332
0.019802	0.623762	0.0223957
0.019802	0.633663	0.021547
0.019802	0.643564	0.0206889
0.019802	0.653465	0.0198232
0.019802	0.663366	0.0189515
0.019802	0.673267	0.0180759
0.019802	0.683168	0.0171981
0.019802	0.693069	0.0163199
0.019802	0.70297	0.0154433
0.019802	0.712871	0.0145701
0.019802	0.722772	0.0137023
0.019802	0.732673	0.0128418
0.019802	0.742574	0.0119906
0.019802	0.752475	0.0111505
0.019802	0.762376	0.0103237
0.019802	0.772277	0.00951208
0.019802	0.782178	0.00871767
0.019802	0.792079	0.0079425
0.019802	0.80198	0.00718862
0.019802	0.811881	0.00645809
0.019802	0.821782	0.00575299
0.019802	0.831683	0.00507541
0.019802	0.841584	0.00442747
0.019802	0.851485	0.00381129
0.019802	0.861386	0.00322905
0.019802	0.871287	0.00268292
0.019802	0.881188	0.00217512
0.019802	0.891089	0.00170789
0.019802	0.90099	0.00128354
0.019802	0.910891	0.000904426
0.019802	0.920792	0.000572971
0.019802	0.930693	0.000291711
0.019802	0.940594	6.33166e-05
0.019802	0.950495	-0.000109337
0.019802	0.960396	-0.000223071
0.019802	0.970297	-0.000274227
0.019802	0.980198	-0.000258354
0.019802	0.990099	-0.000169644
0.019802	1	0

0.029703	0	0
0.029703	0.00990099	0.00301357
0.029703	0.019802	0.00593503
0.029703	0.029703	0.00876449
0.029703	0.039604	0.0115021
0.029703	0.049505	0.014148
0.029703	0.0594059	0.0167024
0.029703	0.0693069	0.0191655
0.029703	0.0792079	0.0215373
0.029703	0.0891089	0.0238182
0.029703	0.0990099	0.0260084
0.029703	0.108911	0.0281081
0.029703	0.118812	0.0301177
0.029703	0.128713	0.0320373
0.029703	0.138614	0.0338674
0.029703	0.148515	0.0356083
0.029703	0.158416	0.0372604
0.029703	0.168317	0.0388242
0.029703	0.178218	0.0403001
0.029703	0.188119	0.0416886
0.029703	0.19802	0.0429903
0.029703	0.207921	0.0442058
0.029703	0.217822	0.0453358
0.029703	0.227723	0.0463808
0.029703	0.237624	0.0473416
0.029703	0.247525	0.0482189
0.029703	0.257426	0.0490137
